property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Rumah Anggrek Residence BSD Tangsel, BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 1.690.000.000,"Dijual Cepat Rumah di Anggrek Residence BSD Tangerang Selatan
LT 120 LB 126
2 lantai
KT 3+1 KM 2+1
Harga 1.69 M
Nego sampai Deal
Lokasi sangat strategis dekat dengan pusat perbelanjaan, sekolah, dan stasiun KA Rawabuntu.
Cluster Anggrek Residence ini juga dekat dengan jalan raya, area pedestrian lebar, jalan masuknya luas, lingkungan asri dan bersih, serta suasana yang nyaman dan tenang sangat cocok untuk tempat hunian.
More info hubungi Windy Era Radiant BO3 0877-7215-5154 hp/wa",Rumah,SHM - Sertifikat Hak Milik,,,,2,2200,08 Jan 2021, 126 m², 120 m²,3,2,
"Rumah 4 kamar 2 lantai foresta bsd serpong tanah luas paling murah, alam sutera, gading serpong, tangerang selatan, BSD Foresta, Tangerang","BSD Foresta, Tangerang ",,,,Rp. 3.100.000.000,"Dijual cepat rumah 4 kamar 2 lantai Foresta BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan utama BSD
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,1,2,3500,20 Aug 2020, 199 m², 200 m²,4,4,1
"Kerennya Rumah Keluarga Bahagia, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 1.670.000.000,"Sebuah Cluster dengan desain rumah cantik menawan.

Tidak hanya itu, cluster ini berlokasi sangat strategis karena dekat dengan Stasiun Rawabuntu dan Toll BSD.

Unit terbatas.
Luas Bangunan 140m
Luas Tanah 91m
3+2 Kamar Tidur
3+1 Kamar Mandi
Ruang kerja
Ruang keluarga
2 Carport
Taman

Legalitas: SHM, IMB
Cara bayar Cash, KPR.

Hubungi Bpk Teguh
Nomor Telp dibawah ini
081210253030",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,07 Jan 2021, 140 m², 91 m²,3,3,2
"Rumah 2M-an Di BSD Dekat Pasar Modern & Akses Tol Serpong, BSD Griya Loka, Tangerang","BSD Griya Loka, Tangerang ",-6.30576645,106.67993362841504,"Terminal Feeder Busway Trans BSD, Jalan Griya Loka Raya, BSD City, Serpong, Tangerang Selatan, Banten, 15321, Indonesia",Rp. 2.300.000.000,"## DIJUAL SEGERA ##

Rumah Siap Huni
Griyaloka Sektor 1.4 BSD City

Luas Tanah 180 m2 (920)
Luas Bangunan140 m2 (1lantai)
Bangunan Mandiri 2005
Kamar Tidur 3+1
Kamar Mandi 1+1
Listrik 2200W
Air PAM BSD
Furnished
Carport 2 Mobil
Hadap Barat
Ada Halaman Belakang
ROW Jalan 13 meter
Sertifikat Hak Milik

Lokasi Dekat Dengan :
- Pasar Modern BSD
- Terminal Shuttle Bus 
- Stasiun Rawabuntu
- BSD Autopart
- Sekolah Solideo
- Akses Tol Jakarta - Serpong

Unit Siap Huni, Mau Booking Waktu Survey ?

Silahkan Hubungi Via Telp/WA Untuk Penjadwalan Yaa..

(UnitCode : DB09)",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus,,1,2200,09 Dec 2020, 140 m², 180 m²,3,1,2
"Rumah 2M-an Di BSD The Green Royal Blossom, Dekat Akses Tol Jakarta Serpong, BSD The Green, Tangerang","BSD The Green, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 2.900.000.000,"## DIJUAL CEPAT ##

Rumah 2 Lantai
The Green BSD City
Cluster Royal Blossom

Posisi Hoek
Luas tanah : 153m2
Luas bangunan : 150m2 
Kamar Tidur 3+1
Kamar Mand 3+1
Sertifikat PPJB

Lokasi Dekat :
Akses Tol Jakarta Serpong.
Stasiun Rawabuntu
15 Menit Ke AEON Mall
10 Menit Ke Eka Hospital
10 Menit Ke Sentra Pendidikan Di Area Kencanaloka
10 Menit Ke Kawasan Perkantoran & Industri Taman Tekno BSD City

Silahkan Hubungi Via WA/Telp Untuk Booking Jadwal Survey Lokasi yaa..

(UnitCode:SH08)",Rumah,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,,2,2200,09 Dec 2020, 150 m², 153 m²,3,3,1
"Rumah 6 kamar 3 lantai lakewood navapark bsd serpong tanah luas murah, alam sutera, gading serpong, serpong utara, tangerang selatan, BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 9.500.000.000,"Dijual cepat rumah 6 kamar 3 lantai Lakewood Navapark BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan utama BSD
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Baru,1,3,3500,20 Aug 2020, 337 m², 286 m²,6,5,2
"Rumah 6 kamar 3 lantai lakewood navapark bsd serpong tanah luas murah, alam sutera, gading serpong, serpong utara, tangerang selatan, BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 9.500.000.000,"Dijual cepat rumah 6 kamar 3 lantai Lakewood Navapark BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan utama BSD
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Baru,1,3,3500,20 Aug 2020, 337 m², 286 m²,6,5,2
"Residensial Green Pamulang Bonus Furniture Senilai 30 Jutaan, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 920.740.000,"Lebih bagus ketimbang Arya Green Pamulang? Lebih baik buktikan sendiri. Perumahan sekelas real estate sangat mudah dimiliki. Bayar DP 25 Juta All-in, sangat ringan. Segera miliki, selagi ada rumah kawasan Pamulang. 

Segera manfaatkan kesempatan terbatas ini. Miliki rumahnya, kami isi furniture senilai 30 jutaan. Rumah kawasan akses sangat mudah. Aman, one gate system. Dekat fasilitas publik, bonus berlimpah. Peluang terbaik bulan ini.

Info Sekitar Lokasi :

- Universitas Pamulang Viktor
- Indogrosir Pamulang 2
- Pamulang Square
- Tol Serpong
- Stasiun Rawabuntu

Info lengkap hubungi
AGUS
WA 0877-2152-3162
https://bit.ly/infRMH",Rumah,HGB - Hak Guna Bangun,,Baru,,2,2200,19 Dec 2020, 60 m², 55 m²,3,2,
"Rumah 4 kamar 2 lantai BSD The  Green tanah luas rumah baru murah, bsd serpong, alam sutera, gading serpong, serpong utara, tangerang selatan, BSD The Green, Tangerang","BSD The Green, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 2.900.000.000,"Dijual cepat rumah 4 kamar 2 lantai The Green BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan raya serpong
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Baru,1,2,2200,20 Aug 2020, 157 m², 153 m²,4,4,1
"Rumah MEWAH, Siap Huni, dan Hunian Nyaman serta Asri @Telaga Golf, BSD, BSD, Tangerang","BSD, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 12.500.000.000,"- Rumah Nyaman, Lingkungan Bersih, Keamanan Terjamin 24 jam, 

- Akses Lokasi strategis 

- +/- 10 menit menuju jalan Tol

- 15 menit menuju stasiun kereta api Rawabuntu

- Akses Jalan lancar menuju -Graha Raya-Bintaro, 

- Dekat dengan Gramedia, McD, Pizza Hut, dengan pasar modern,

- Dekat Sekolah Internasional

- Bebas Banjir



Surat : SHM

Nego",Rumah,,,,,,,29 Jul 2020, 400 m², 505 m²,4,6,
"Rumah 2 Lantai Ready Stock Pamulang DP 5% Dekat UNPAM, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 920.735.000,"Perumahan yang kami tawarkan mudah pengajuan KPR-nya di perbankan. Ini merupakan sebuah bukti legalitas IMB sah berlaku. Aman berlapis tak menyisakan ragu. Anda tinggal menyerahkan DP saja, persyaratan lengkap administrasi, sisanya biar kami yang urus dengan perbankan. Mudah kan?

Info Sekitar Lokasi :
- Universitas Pamulang Viktor
- Indogrosir Pamulang 2
- Pamulang Square
- Tol Serpong
- Stasiun Rawabuntu

Info lengkap hubungi
AGUS
WA 0877-2152-3162
https://bit.ly/infRMH",Rumah,HGB - Hak Guna Bangun,Semi Furnished,,,2,2200,19 Dec 2020, 60 m², 55 m²,3,2,
"rumah 4 kamar 2Lantai The castilla bsd serpong bagus 261020, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 2.300.000.000,"Dijual cepat rumah 4 kamar 2 lantai The castilla BSD - serpong, alam sutera, gading serpong tangerang selatan | 261020

lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah

Dekat dengan :

* Akses langsung jalan boulevard bsd

* Selangkah ke exit tol BSD dan Convention hall ICE BSD

* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.

* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll.

* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll

* Dekat Universitas prasetiya mulya, atmajaya dll

* Selangkah ke stasiun rawabuntu

.

Spesifikasi sesuai iklan

sertifikasi SHM

Cara bayar CASH ONLY

Jual cepat aja bosque . . . Minat langsung check unit

DIJAMIN HARGA TERMURAH!

.

Informasi harga dan check unit

Call / Wa",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,,2,2200,05 Nov 2020, 160 m², 128 m²,4,3,
"RUMAH BANGUNAN LUAS, NYAMAN HARGA NEGO, DELATINOS BSD, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 2.400.000.000,"Spesifikasi :
Lt.162m2 Lb.200m2
Kt.3+1 Km.3+1 ( km utama ada bathtub)
Semi Furnished
ada dak jemur
carport 1 mobil

Lokasi :
5 menit pintu tol bsd
5 menit st rawabuntu
10 pasmod bsd

*Serius buyer, appointment survey lokasi baru nego deal harga.",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Semi Furnished,Bagus,,2,3500,01 Oct 2020, 200 m², 162 m²,3,3,
"rumah murah bsd tangsel, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 2.150.000.000,"Dijual cepat utk biaya berobat
De latinos cluster buenos
Lt126 lb200 kt4+1 km2+1
Harga 2.15M nego
Sudah shm
Deket tol dan KRL rawabuntu
Eva WA/tlp 087808066207",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,3300,18 Dec 2020, 200 m², 126 m²,4,2,1
"rumah siap huni strategis delatinos bsd, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 5.000.000.000,"Dijual sangat cepat rumah delatinos bsd
Lt240 lb270
Kt4+1 km3+1
Listrik 5500
Semi furnic(ac8 ,kitchen set,lampu hias,gordeng)
Ppjb
garasi 1mobil
carport 2 mobil

Dekat tol bsd
Dekat KRL rawabuntu
Harga 5M nego sampai jd

Eva Era Fiesta
087808066207",Rumah,"Lainnya (PPJB,Girik,Adat,dll)",Semi Furnished,Bagus Sekali,1,2,5500,24 Aug 2020, 270 m², 240 m²,4,3,3
"Rumah 5 kamar 2 lantai foresta bsd serpong tanah luas bagus, alam sutera, gading serpong, serpong utara, tangerang selatan, BSD Foresta, Tangerang","BSD Foresta, Tangerang ",,,,Rp. 3.400.000.000,"Dijual cepat rumah 5 kamar 2 lantai Foresta BSD - serpong, alam sutera, gading serpong tangerang selatan
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan utama bsd
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi PPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Bagus Sekali,1,2,2200,20 Aug 2020, 206 m², 220 m²,5,4,1
"Rumah asri di lingkungan tempat tinggal yang nyaman di mirage the green bsd., BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 9.000.000.000,"The Green Mirage 
Lt/ Lb 500/410
4 kt + 2
4 km + 1
Toilet tamu
Semi furnished
Listrik 5500
Garasi 2 mobil
Carport 2 mobil
Hadap selatan
Bangunan berkualitas karena bangun sendiri bukan dari developer
Harga 9M nego berat

Rumah asri di lingkungan tempat tinggal yang nyaman di mirage the green bsd. Lokasi strategis, berdekatan dengan Teras Kota mall, AEON mall, Eka Hospital, kampus Prasetya Mulya dan Atmajaya, pasar modern BSD, stasiun commuter rawabuntu dan pintu masuk tol JOR.

Hub. thea 08128222802/081394698777",House,"Lainnya(PPJB, Girik, Adat, dll)",Semi Furnished,Bagus Sekali,,2,5500,08 Oct 2020, 410 m², 500 m²,4,4,2
"Rumah minimalis, BSD Kencana Loka, Tangerang","BSD Kencana Loka, Tangerang ",,,,Rp. 1.700.000.000,"lokasi sangat bagus, dekat tol bsd, granada, stasiun rawabuntu, pasar modern, sekolah Cikal, saintjohn, stela marris, aman, nyaman, tenang dan bebas banjir",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,,1,1300,05 Dec 2020, 60 m², 180 m²,2,1,
"Delatinos Cluster Centro Havana, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 2.550.000.000,"lokasi dekat Ruko 2, sport club stasiun kereta api rawabuntu, tol jor, Rumah sakit, sekolah, pasar modern, terminal bis, pusat perbelanjaan, hotel dll rumah 2 lt standart Cluster Centro Havana BSD Lt 162/150 kt/km 3+1 ppjb siap ajb hrg 2,550 M nego",Rumah,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Sudah Renovasi,,2,2200,10 Nov 2020, 150 m², 162 m²,3,3,
"RUMAH BAGUS ASRI LOKASI STRATEGIS ,BSD DELATINOS, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 2.300.000.000,"Rumah nyaman ,lingkungan nyaman semi furnished dijual BU :
- Kt.3+1 ,Km 3+1 (bathtub di km.utama)
- semi furnished
- Listrik 3500 watt
- kitchen set ready
- halaman belakang, dak unt jemur
- ada carport canopy 2 mobil
- shm

Lokasi :
Dekat pintu tol bsd
Dekat st rawabuntu

*Harga Nego sampai deal!!
* Serius buyer ,silahkan dibaca specifikasi tsb diatas, appointment survey lokasi h-1.
* Berminat jual-sewa-beli property ,bisa hubungi shary.T.Kasiih.",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,3500,03 Oct 2020, 160 m², 144 m²,3,3,
"RUMAH SIAP HUNI DEKAT ST RAWABUNTU, BSD, Tangerang","BSD, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 1.000.000.000,"tight security 
Good investment 
dekat akses transportasi 
kondisi terawat 
fasilitas umum lengkap",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,1,1,2200,12 Sep 2020, 84 m², 65 m²,2,2,1
"Rumah 2 Lantai Dekat TOL Cinere-Serpong, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 749.500.000,"Lokasi Strategis :
- 15 menit dari Exit Tol Bsd
- 15 menit Stasiun Sudimara, Rawabuntu
- 10 menit Rumah Sakit Buah Hati, Permata, Vitalaya
- 7 menit rencana proyek MRT
- 7 menit SDK Matter Dei
- 8 menit Sekolah Kharisma Bangsa Pondok Cabe
- 9 menit Bandara Pondok Cabe
- 5 menit dari Universitas Pamulang
- 5 Menit ke Superindo, Carefour, dan Pamulang Square.
- 7 menit Giant.
- 8 menit Pembangunan Tol Cinere Serpong
- 3 menit Sekolah Muhammadiyah Setiabudi
- 7 menit Restoran Siap Saji
- 3 menit ATM Center

Fasilitas dalam cluster :
- One Gate System
- Mushola Dalam Cluster
- Security 24 Jam
- Installasi Listrik Bawah Tanah

More information : Putri 0812-8685-7035",Rumah,SHM - Sertifikat Hak Milik,,,1,2,2200,03 Sep 2020, 60 m², 60 m²,3,2,1
"Rumah 5M-an Di BSD DeLatinos Dekat Akses Tol & St. Rawabuntu. Siap Huni Dgn Konsep Tropis Minimalis., BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 5.700.000.000,"# DIJUAL SEGERA #

Rumah Tropis Minimalis
Delatinos - Bahamas

Luas Tanan 325 m
Lus Bangunan 415 m
Kamar Tidur 4 + 1
Kamar Mandi 3+1
AC 4 Unit
Ruang Belajar & Gudang
Garasi 2 mobil
Carport 2 mobil
Surat PPJB

Lokasi Delatinos :
- Sangat Dekat Ke Akses Tol BSD
- Sangat Dekat Ke Stasiun Rawabuntu
- 10 Menit Ke Teraskota Mall 
- 10 Menit Ke Eka Hospital
- 15 menit ke Aeon Mall, The Breeze BSD, Green Office Park BSD, Dll.

Silahkan Kontak Via Telp/WA Untuk Jadwal Survey Yaa..

(UnitCode:ST-US05)",Rumah,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,,2,3500,28 Dec 2020, 415 m², 325 m²,4,3,2
"RUMAH BAGUS DEPAN TAMAN  ,DELATINOS BSD CITY, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 1.900.000.000,"Rumah Cantik Bangunan asli ,semi furnish.Harga nego
Specifikasi :
+ Kt.3 Km.2
+ taman dpn halaman blkg msh luas
+ carport 
+ hadap timur
+ ac 2unit, kitchen set+kompor baru
+ listrik 2200watt
+ air pam
+ shm
Lokasi :
- dekat akses tol bsd
- dekat taman tekno
- dekat st rawabuntu
Keunggulan :
+ Lingkungan nyaman one gate sistem
+ siap huni
+ depan taman,parkiran tamu luas

* Bisa cash / Kpr dibantu dgn senang hati semaksimal mungkin.
* Serius buyer ,silahkan appointment unt survey lokasi.
* Berminat Jual-Sewa-Beli Properti ,siap membantu silahkan kontak shary
Terima kasih.",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,2200,24 Dec 2020, 99 m², 144 m²,3,2,
"Rumah rapih siap huni dalam cluster Delatinos BSD, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 1.280.000.000,"Dijual rumah rapih 2 lantai siap huni berada di salah satu cluster Delatinos BSD, bangunan masih baru, sangat cocok untuk pasangan muda, lokasi sangat strategis, berada dekat pintu tol BSD Pondok Indah Jorr, stasiun rawabuntu, dekat dengan sekolah, rumah sakit, pusat perbelanjaan dan banyak fasilitas BSD lainnya, bebas banjir dan keamanan 24jam sistem cluster, berada di dalam perumahan yang sudah ramai dan ada fasilitas sport club nya.",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Bagus,,2,2200,08 Oct 2020, 64 m², 60 m²,2,2,
